idade,renda_mensal,dependentes,estado_civil,valor_investir_mensal,experiencia_anos,dividas_percentual,patrimonio_atual,tolerancia_perda_1,tolerancia_perda_2,horizonte_investimento,conhecimento_mercado,estabilidade_emprego,tem_reserva_emergencia,planos_grandes_gastos,perfil_risco,publico_alvo,fonte_dados
34,35020.26,0,0,5253.03,4,20.54,516100.0,7.5,7.7,31,4,8,0.0,1,agressivo,0.0,scf
44,13222.74,2,2,1652.85,5,21.21,338040.0,10.0,10.0,21,2,9,0.0,1,agressivo,0.0,scf
45,22481.49,0,1,3372.21,10,22.07,799825.0,7.5,7.9,20,4,9,0.0,0,agressivo,0.0,scf
56,9175.26,1,1,1605.66,23,26.19,175275.0,5.0,4.9,9,6,9,0.0,1,conservador,0.0,scf
20,1654.0,1,0,210.55,0,32.1,5890.1,2.0,1.0,3,1,8,,1,conservador,,sintetico
20,4357.0,1,0,1520.79,1,7.3,13997.98,3.0,1.0,1,5,6,,0,conservador,,sintetico
55,14307.51,0,0,2146.14,15,26.85,1782765.0,2.5,2.9,10,4,9,1.0,1,conservador,0.0,scf
58,52880.76,3,0,7932.12,16,29.7,68980.0,7.5,7.5,7,4,9,0.0,1,moderado,0.0,scf
58,24767.49,2,1,4334.31,25,22.28,410040.0,10.0,10.0,7,6,10,0.0,1,agressivo,0.0,scf
55,15959.01,1,2,1994.88,8,31.9,169550.0,7.5,7.8,10,2,7,0.0,1,conservador,0.0,scf
59,73059.0,2,1,12785.34,26,100.0,-279820.0,2.5,2.8,6,6,7,0.0,1,conservador,0.0,scf
58,17155.74,0,2,3431.16,33,29.15,1035120.0,5.0,4.8,7,10,7,1.0,1,moderado,0.0,scf
54,14001.51,2,2,2800.29,29,30.04,152070.0,10.0,9.7,11,8,10,0.0,1,moderado,0.0,scf
18,1054.0,0,1,156.62,0,5.7,0.0,1.0,1.0,3,3,8,,0,conservador,,sintetico
57,10470.24,1,1,2094.06,32,22.33,1295845.0,7.5,7.6,8,10,7,1.0,1,agressivo,0.0,scf
21,1442.0,1,0,208.14,1,13.0,8185.63,5.0,5.0,2,3,9,,1,conservador,,sintetico
37,19487.01,0,2,3410.22,9,16.87,1274520.0,2.5,2.1,28,8,8,0.0,0,moderado,0.0,scf
61,51885.24,2,0,10377.06,36,21.98,163905.0,7.5,7.6,5,8,9,0.0,1,agressivo,0.0,scf
39,12402.75,0,2,2170.47,10,31.64,5567065.0,7.5,7.7,26,8,8,1.0,0,agressivo,0.0,scf
20,3323.0,1,0,479.25,0,16.8,12590.69,1.0,2.0,3,4,10,,0,agressivo,,sintetico
48,18768.0,0,1,3753.6,23,19.89,4637155.0,7.5,7.9,17,10,9,1.0,0,agressivo,0.0,scf
54,8131.26,0,1,1422.96,22,30.18,12526075.0,2.5,2.4,11,8,9,1.0,0,conservador,0.0,scf
20,2059.0,0,0,280.71,0,14.9,3695.55,1.0,1.0,2,4,7,,0,conservador,,sintetico
25,2095.0,0,0,443.67,0,12.0,9605.47,3.0,5.0,2,2,7,,0,moderado,,sintetico
54,20652.51,0,0,3097.89,14,29.53,222190.0,10.0,9.7,11,4,9,0.0,1,agressivo,0.0,scf
58,8177.01,3,2,1430.97,25,32.88,399845.0,5.0,5.2,7,6,7,1.0,1,conservador,0.0,scf
36,26530.26,2,0,4642.8,8,17.2,7329850.0,10.0,10.0,29,8,8,1.0,1,agressivo,0.0,scf
41,2898.75,0,1,507.27,12,100.0,-222665.0,2.5,2.5,24,6,9,0.0,0,conservador,0.0,scf
48,27936.24,1,2,5587.26,23,18.4,5128870.0,5.0,4.6,17,10,10,1.0,1,agressivo,0.0,scf
56,9213.24,1,1,1612.32,23,17.65,373735.0,2.5,2.1,9,6,7,1.0,1,conservador,0.0,scf
21,7209.0,1,0,1775.37,0,14.5,19204.0,2.0,2.0,1,3,10,,0,moderado,,sintetico
31,5542.5,1,1,969.93,4,29.19,1809715.0,7.5,7.2,34,8,6,1.0,1,agressivo,0.0,scf
78,21585.75,2,1,3237.87,26,21.13,4066495.0,2.5,2.6,5,4,5,1.0,1,conservador,0.0,scf
44,15716.01,0,0,1964.49,5,22.22,1556760.0,7.5,8.0,21,2,7,1.0,0,agressivo,0.0,scf
54,4011.0,2,0,601.65,14,16.95,18560.0,7.5,7.6,11,4,10,0.0,1,moderado,0.0,scf
24,1493.0,0,0,139.91,2,14.2,10416.06,5.0,6.0,2,5,5,,0,agressivo,,sintetico
70,20983.5,2,1,4196.7,40,25.94,6721385.0,10.0,10.0,5,10,5,1.0,1,agressivo,0.0,scf
62,14562.51,1,0,2912.49,37,22.81,634405.0,5.0,5.1,5,10,10,1.0,1,moderado,0.0,scf
33,62878.5,2,1,9431.79,4,30.3,129095.0,2.5,2.5,32,4,9,0.0,1,conservador,0.0,scf
21,2857.0,2,1,505.16,0,9.6,6111.47,2.0,1.0,3,3,10,,0,moderado,,sintetico
69,48755.01,3,2,7313.25,22,26.32,874950.0,2.5,2.1,5,4,6,0.0,1,conservador,0.0,scf
20,2989.0,1,0,423.87,1,36.8,9279.94,1.0,3.0,3,3,9,,0,conservador,,sintetico
45,7493.01,0,1,1123.95,10,26.25,429745.0,5.0,5.0,20,4,10,1.0,0,moderado,0.0,scf
18,1644.0,0,0,237.1,2,8.3,0.0,1.0,1.0,2,5,10,,0,conservador,,sintetico
40,18300.99,1,0,3202.68,11,26.98,1881675.0,2.5,2.3,25,8,9,1.0,1,moderado,0.0,scf
69,36870.24,1,1,6452.28,33,20.33,616745.0,2.5,2.2,5,8,5,0.0,1,conservador,0.0,scf
63,8632.5,2,1,1726.5,38,21.55,1651760.0,5.0,5.0,5,10,4,1.0,1,moderado,0.0,scf
46,12126.0,2,1,1515.75,5,30.54,650030.0,2.5,2.9,19,2,9,1.0,1,conservador,0.0,scf
57,10627.74,0,1,1594.17,16,24.89,1691855.0,10.0,10.0,8,4,10,1.0,1,agressivo,0.0,scf
34,88279.5,0,2,17655.9,9,32.93,230455.0,7.5,7.0,31,8,9,0.0,1,agressivo,0.0,scf
25,13619.25,1,2,2383.38,0,25.49,1159435.0,10.0,10.0,40,8,7,1.0,1,agressivo,1.0,scf
67,1491.51,0,1,298.29,40,23.74,169360.0,5.0,5.2,5,8,5,1.0,1,moderado,0.0,scf
40,25599.51,4,1,5119.89,15,26.65,194585.0,10.0,9.6,25,8,9,0.0,1,agressivo,0.0,scf
68,27945.75,3,1,4890.51,32,20.58,1928225.0,5.0,5.4,5,8,3,1.0,1,moderado,0.0,scf
18,1054.0,0,1,156.62,0,5.7,0.0,1.0,1.0,3,3,8,,0,conservador,,sintetico
43,10602.0,0,1,2120.4,18,27.82,334910.0,2.5,2.4,22,8,7,0.0,0,moderado,0.0,scf
29,77069.25,4,1,11560.38,2,20.84,804785.0,2.5,2.4,36,4,6,0.0,1,moderado,0.0,scf
69,2593.5,2,1,389.04,22,32.72,620605.0,2.5,2.1,5,4,1,1.0,1,conservador,0.0,scf
67,10863.75,0,1,1901.16,32,22.44,4658860.0,7.5,7.6,5,8,5,1.0,1,agressivo,0.0,scf
61,14907.99,2,2,2981.61,36,25.26,130975.0,5.0,4.5,5,8,7,0.0,1,conservador,0.0,scf
43,6400.26,0,1,1280.04,18,22.56,738800.0,5.0,4.9,22,10,9,1.0,0,moderado,0.0,scf
65,9165.99,2,1,1374.9,20,32.19,1799525.0,5.0,5.0,5,4,3,1.0,1,conservador,0.0,scf
63,16560.24,0,2,2898.03,28,100.0,-101595.0,5.0,4.9,5,6,10,0.0,1,conservador,0.0,scf
21,1025.0,1,0,150.67,4,28.4,2793.48,5.0,5.0,1,9,4,,0,moderado,,sintetico
50,12039.51,0,1,1805.94,12,27.4,5971800.0,5.0,5.0,15,4,7,1.0,0,moderado,0.0,scf
76,12508.26,0,1,2188.95,38,21.66,2632545.0,2.5,3.0,5,8,3,1.0,0,moderado,0.0,scf
57,16449.75,0,1,2878.71,24,100.0,-64530.0,7.5,7.8,8,6,9,0.0,1,moderado,0.0,scf
60,13904.76,2,0,2085.72,18,20.39,593110.0,5.0,4.7,5,4,10,0.0,1,conservador,0.0,scf
45,30301.5,0,2,3787.68,5,23.62,585220.0,2.5,2.0,20,2,10,0.0,1,conservador,0.0,scf
47,10323.99,0,0,1806.69,16,100.0,-102470.0,2.5,3.0,18,6,4,0.0,0,conservador,0.0,scf
53,41823.24,0,1,8364.66,28,27.96,2813045.0,10.0,9.9,12,10,7,0.0,0,agressivo,0.0,scf
46,21154.74,0,2,2644.35,5,31.35,562440.0,10.0,10.0,19,2,7,0.0,0,agressivo,0.0,scf
56,16464.0,0,1,2058.0,8,23.2,7093930.0,2.5,3.0,9,2,10,1.0,1,conservador,0.0,scf
22,3605.0,1,0,371.42,0,13.6,23402.56,4.0,2.0,3,2,5,,1,conservador,,sintetico
24,2436.0,1,0,253.71,0,13.0,11558.8,4.0,3.0,2,2,8,,0,moderado,,sintetico
21,5306.0,0,0,1796.09,2,34.0,16928.83,3.0,4.0,3,7,10,,1,agressivo,,sintetico
51,20668.74,4,1,4133.76,26,100.0,-251060.0,2.5,2.8,14,8,9,0.0,1,conservador,0.0,scf
37,26637.99,2,0,4661.64,9,31.81,2287950.0,5.0,5.1,28,8,8,1.0,1,moderado,0.0,scf
48,19282.74,1,0,3856.56,23,33.07,76775.0,5.0,5.3,17,8,10,0.0,1,moderado,0.0,scf
24,3958.0,0,0,450.41,5,17.4,36152.38,10.0,8.0,3,10,9,,0,agressivo,,sintetico
19,4954.0,0,0,1700.17,5,7.5,6298.16,6.0,4.0,3,10,7,,0,agressivo,,sintetico
21,2376.0,2,0,440.21,1,41.9,6646.79,3.0,2.0,3,3,4,,0,agressivo,,sintetico
50,13040.25,3,1,2608.05,25,29.37,283245.0,5.0,5.3,15,8,10,0.0,1,moderado,0.0,scf
57,10470.24,1,1,2094.06,32,22.33,1295845.0,7.5,7.6,8,10,7,1.0,1,agressivo,0.0,scf
40,23906.76,2,0,2988.36,4,100.0,-301930.0,7.5,7.3,25,2,6,0.0,1,moderado,0.0,scf
47,13151.01,0,1,2630.19,22,28.67,187380.0,2.5,2.0,18,8,9,0.0,1,conservador,0.0,scf
36,19248.0,2,0,3849.6,11,27.48,631925.0,5.0,5.2,29,10,9,1.0,1,agressivo,0.0,scf
55,47243.01,1,1,8267.52,22,29.68,2584160.0,7.5,8.0,10,8,9,0.0,1,agressivo,0.0,scf
67,11242.26,2,1,1405.29,10,20.72,42125.0,5.0,5.2,5,2,6,0.0,1,conservador,0.0,scf
65,4093.26,2,2,511.65,10,17.73,3836320.0,5.0,5.0,5,2,5,1.0,1,conservador,0.0,scf
42,36702.51,0,1,7340.49,17,100.0,-82640.0,2.5,2.8,23,8,3,0.0,1,conservador,0.0,scf
19,1101.0,0,0,65.2,1,47.6,1106.74,1.0,1.0,3,6,9,,0,conservador,,sintetico
72,39796.74,0,0,6964.44,35,17.32,2823810.0,10.0,10.0,5,8,6,1.0,0,agressivo,0.0,scf
45,11717.01,1,0,2343.39,20,32.96,427350.0,5.0,5.2,20,8,10,1.0,1,moderado,0.0,scf
31,11497.26,0,1,1724.58,3,21.08,56150.0,5.0,4.6,34,4,8,0.0,0,moderado,0.0,scf
73,17183.25,1,2,2577.48,24,29.95,1058770.0,2.5,2.5,5,4,1,1.0,1,conservador,0.0,scf
59,25433.01,0,0,3814.95,17,17.42,198745.0,5.0,4.7,6,4,10,0.0,1,moderado,0.0,scf
22,1481.0,0,0,134.3,4,24.2,11217.43,7.0,6.0,3,10,7,,0,agressivo,,sintetico
39,12402.75,0,2,2170.47,10,31.64,5567065.0,7.5,7.7,26,8,8,1.0,0,agressivo,0.0,scf
21,5306.0,0,0,1796.09,2,34.0,16928.83,3.0,4.0,3,7,10,,1,agressivo,,sintetico
60,8413.26,1,1,1682.64,35,18.59,682550.0,10.0,9.9,5,10,10,1.0,1,agressivo,0.0,scf
43,21159.51,0,1,3702.9,14,30.13,1694985.0,5.0,4.9,22,8,7,1.0,0,agressivo,0.0,scf
81,28646.49,0,2,5729.31,40,17.49,2320840.0,7.5,7.7,5,10,1,1.0,0,agressivo,0.0,scf
62,12125.01,0,0,2424.99,37,17.07,995590.0,7.5,7.0,5,10,4,1.0,1,agressivo,0.0,scf
24,6958.0,0,0,1329.42,4,33.9,79526.0,10.0,8.0,1,9,4,,1,agressivo,,sintetico
32,60926.01,0,1,12185.19,7,28.37,492950.0,2.5,2.6,33,8,9,0.0,1,moderado,0.0,scf
36,22119.0,2,0,3870.84,8,20.35,423310.0,2.5,2.5,29,6,9,0.0,1,moderado,0.0,scf
43,44526.0,2,2,7792.05,14,20.15,298550.0,10.0,9.9,22,6,10,0.0,1,agressivo,0.0,scf
18,4340.0,0,1,951.47,4,33.4,0.0,5.0,3.0,2,10,5,,0,moderado,,sintetico
78,21397.74,0,1,2674.71,13,32.1,604320.0,7.5,7.1,5,2,3,1.0,0,moderado,0.0,scf
39,14138.76,1,1,2827.74,14,19.48,2574525.0,5.0,5.5,26,10,9,1.0,1,agressivo,0.0,scf
25,21147.75,0,1,2643.48,0,22.54,37415.0,7.5,7.3,40,2,8,0.0,1,agressivo,1.0,scf
24,4490.0,1,1,973.64,0,18.8,24434.82,3.0,5.0,3,2,6,,0,moderado,,sintetico
51,24152.25,0,1,3622.83,13,29.15,189435.0,10.0,9.6,14,4,9,0.0,1,agressivo,0.0,scf
21,15728.01,2,0,2752.41,0,22.16,8090425.0,2.5,2.5,40,8,8,1.0,1,moderado,1.0,scf
28,56169.51,0,1,11233.89,3,100.0,-6755.0,5.0,4.6,37,8,8,0.0,1,moderado,0.0,scf
77,10057.5,2,1,2011.5,40,25.34,533950.0,2.5,2.7,5,10,5,0.0,1,conservador,0.0,scf
20,3534.0,0,0,754.78,1,35.4,11384.67,3.0,4.0,1,6,8,,0,moderado,,sintetico
55,22928.76,3,2,4012.53,22,23.57,415195.0,2.5,2.3,10,6,9,0.0,1,conservador,0.0,scf
49,46454.01,0,2,8129.46,18,31.01,5328450.0,7.5,7.7,16,8,10,1.0,0,agressivo,0.0,scf
25,1356.0,0,0,125.93,4,1.0,15346.81,7.0,8.0,3,9,10,,0,agressivo,,sintetico
56,15107.01,0,2,3021.39,31,17.99,74715.0,10.0,9.7,9,8,9,0.0,1,agressivo,0.0,scf
25,1552.0,0,0,81.25,4,39.6,20295.98,4.0,5.0,2,10,9,,0,agressivo,,sintetico
62,20684.01,0,1,4136.79,37,30.42,2898790.0,5.0,5.2,5,10,7,1.0,1,moderado,0.0,scf
55,22075.5,0,1,3311.34,15,32.94,168945.0,5.0,4.9,10,4,7,0.0,1,conservador,0.0,scf
25,1405.0,0,1,122.66,1,30.4,9791.35,6.0,7.0,3,4,8,,0,agressivo,,sintetico
81,4737.51,0,0,829.05,40,19.5,956640.0,7.5,7.7,5,8,3,1.0,0,moderado,0.0,scf
71,8552.76,1,1,1496.73,34,100.0,-214615.0,5.0,4.5,5,6,3,0.0,1,conservador,0.0,scf
20,2870.0,0,0,353.76,2,2.6,10653.26,4.0,4.0,1,7,10,,1,moderado,,sintetico
50,6886.26,0,2,1377.24,25,100.0,-64860.0,5.0,4.7,15,8,10,0.0,0,conservador,0.0,scf
18,3685.0,2,0,406.91,1,7.2,0.0,1.0,2.0,3,5,8,,0,conservador,,sintetico
20,1293.0,0,0,79.13,0,11.7,3469.25,2.0,2.0,2,2,4,,0,conservador,,sintetico
47,7682.25,3,1,1344.39,16,32.82,1730895.0,10.0,9.7,18,8,9,1.0,1,agressivo,0.0,scf
49,18719.01,2,1,3743.79,24,19.8,450845.0,2.5,2.3,16,8,9,0.0,1,conservador,0.0,scf
68,32717.76,0,0,5725.62,32,29.18,3081735.0,2.5,2.5,5,8,3,1.0,1,moderado,0.0,scf
24,1493.0,0,0,139.91,2,14.2,10416.06,5.0,6.0,2,5,5,,0,agressivo,,sintetico
45,25750.74,1,2,4506.39,15,100.0,-129815.0,2.5,2.9,20,6,7,0.0,1,conservador,0.0,scf
46,17955.99,3,1,2244.51,5,20.35,189590.0,2.5,2.2,19,2,10,0.0,1,conservador,0.0,scf
40,11422.5,0,0,1998.93,11,24.19,272455.0,10.0,10.0,25,6,6,0.0,0,agressivo,0.0,scf
45,13658.25,3,0,2390.19,15,32.32,2956665.0,5.0,4.9,20,8,10,1.0,1,moderado,0.0,scf
25,19611.99,1,1,2941.8,0,26.9,572410.0,2.5,2.7,40,4,8,1.0,1,moderado,1.0,scf
76,19512.0,0,0,3902.4,40,18.16,112095.0,2.5,2.7,5,8,3,0.0,1,conservador,0.0,scf
20,3936.0,0,0,741.72,0,2.0,7657.03,1.0,1.0,2,1,10,,0,moderado,,sintetico
49,15139.26,0,0,2270.88,12,22.92,56165.0,2.5,2.7,16,4,10,0.0,1,conservador,0.0,scf
56,34794.99,1,1,5219.25,16,21.71,1786270.0,5.0,4.6,9,4,9,1.0,1,moderado,0.0,scf
70,3287.01,0,1,493.05,22,22.7,8530900.0,5.0,4.8,5,4,6,1.0,0,conservador,0.0,scf
18,1094.0,0,1,99.8,1,31.0,0.0,1.0,1.0,3,5,4,,0,conservador,,sintetico
20,1181.0,0,0,145.48,0,28.0,1314.39,1.0,3.0,3,2,7,,0,conservador,,sintetico
18,3555.0,0,1,681.44,2,41.7,0.0,6.0,5.0,3,5,4,,0,moderado,,sintetico
22,4702.0,0,0,1580.48,2,38.8,22061.78,5.0,4.0,1,8,4,,1,moderado,,sintetico
33,18109.74,2,1,2716.47,4,21.85,701250.0,5.0,5.1,32,4,9,0.0,1,moderado,0.0,scf
51,16085.76,1,2,2010.72,6,28.8,4842655.0,5.0,5.4,14,2,7,1.0,1,moderado,0.0,scf
42,7634.49,0,0,954.3,4,24.81,90695.0,5.0,4.8,23,2,3,0.0,0,conservador,0.0,scf
60,88614.99,0,1,13292.25,18,32.19,63780.0,10.0,9.5,5,4,9,0.0,1,agressivo,0.0,scf
57,10627.74,0,1,1594.17,16,24.89,1691855.0,10.0,10.0,8,4,10,1.0,1,agressivo,0.0,scf
19,3040.0,0,0,680.05,0,7.7,4538.61,3.0,5.0,2,1,8,,0,moderado,,sintetico
32,24429.51,0,0,3053.7,2,28.92,101495.0,10.0,9.9,33,2,8,0.0,1,agressivo,0.0,scf
45,61599.24,0,2,12319.86,20,29.87,2025830.0,5.0,4.5,20,10,10,1.0,0,agressivo,0.0,scf
23,7975.0,0,2,1780.86,1,35.7,57146.45,7.0,5.0,1,5,7,,0,agressivo,,sintetico
26,28977.0,0,1,4346.55,0,20.43,26840.0,7.5,7.4,39,4,5,0.0,1,agressivo,0.0,scf
72,13645.5,1,1,2729.1,40,24.34,896125.0,2.5,2.9,5,10,5,1.0,1,moderado,0.0,scf
48,31597.5,2,1,5529.57,17,31.94,359810.0,2.5,2.6,17,6,9,0.0,1,conservador,0.0,scf
27,3784.5,0,2,662.28,2,33.13,167855.0,5.0,4.7,38,6,5,0.0,0,moderado,0.0,scf
38,45162.75,0,1,6774.42,6,18.38,2417875.0,2.5,3.0,27,4,8,1.0,0,moderado,0.0,scf
43,20094.51,3,2,3516.54,14,19.73,815790.0,7.5,7.2,22,8,9,0.0,1,moderado,0.0,scf
24,52656.75,0,0,10531.35,0,20.32,717245.0,5.0,4.8,40,10,8,0.0,1,agressivo,1.0,scf
69,84741.51,2,0,12711.24,22,29.52,20645.0,2.5,2.3,5,4,6,0.0,1,conservador,0.0,scf
54,10255.5,1,1,2051.1,29,26.41,448205.0,7.5,7.2,11,8,9,1.0,1,agressivo,0.0,scf
23,6231.0,1,0,981.23,0,40.2,47266.97,4.0,6.0,3,3,6,,1,moderado,,sintetico
58,13623.24,1,1,2724.66,33,28.66,7418470.0,7.5,7.4,7,10,9,1.0,1,agressivo,0.0,scf
23,3878.0,0,0,513.98,0,20.7,18955.16,6.0,5.0,3,4,7,,0,agressivo,,sintetico
49,30169.26,3,2,4525.38,12,100.0,-423205.0,5.0,4.6,16,4,7,0.0,1,conservador,0.0,scf
55,29206.26,1,1,5111.1,22,28.62,112345.0,5.0,5.3,10,6,10,0.0,1,moderado,0.0,scf
25,5628.0,1,0,1131.71,3,6.8,71924.24,6.0,7.0,1,7,9,,0,agressivo,,sintetico
32,5331.99,3,0,799.8,4,23.3,277075.0,7.5,7.6,33,4,3,1.0,1,moderado,0.0,scf
62,5421.24,0,2,1084.26,37,19.27,292425.0,7.5,7.5,5,8,9,1.0,1,moderado,0.0,scf
62,32384.49,3,0,5667.3,28,100.0,-21780.0,7.5,7.9,5,6,7,0.0,1,moderado,0.0,scf
52,12638.01,2,1,2211.66,20,100.0,-406725.0,2.5,2.3,13,6,10,0.0,1,conservador,0.0,scf
39,24607.74,3,1,4306.35,10,16.84,1866480.0,7.5,7.8,26,8,8,1.0,1,agressivo,0.0,scf
20,4312.0,0,0,1033.98,0,13.8,12333.72,1.0,1.0,3,2,4,,0,moderado,,sintetico
30,21894.51,1,1,4378.89,5,28.37,2559435.0,7.5,7.4,35,10,8,1.0,1,agressivo,0.0,scf
71,94938.24,2,1,18987.66,40,31.81,1971520.0,5.0,4.8,5,10,1,0.0,1,moderado,0.0,scf
56,23322.51,0,0,4081.44,23,30.54,1649205.0,5.0,4.7,9,8,4,1.0,1,moderado,0.0,scf
18,1930.0,0,0,164.72,1,29.5,0.0,1.0,1.0,3,4,8,,1,conservador,,sintetico
42,8686.74,0,1,1520.19,13,25.31,497135.0,5.0,4.7,23,6,3,0.0,0,moderado,0.0,scf
38,3423.99,0,1,428.01,3,100.0,-281505.0,7.5,7.3,27,2,8,0.0,0,conservador,0.0,scf
49,16396.5,1,1,2869.38,18,22.06,1644090.0,2.5,2.5,16,8,10,1.0,1,moderado,0.0,scf
21,7538.0,0,0,2182.91,1,42.6,13960.71,3.0,1.0,2,5,7,,1,moderado,,sintetico
60,8114.76,2,0,1420.08,26,18.62,1229950.0,5.0,4.9,5,8,7,1.0,1,moderado,0.0,scf
50,10979.49,2,2,1921.41,19,32.06,693270.0,10.0,9.9,15,8,9,1.0,1,agressivo,0.0,scf
38,43911.51,0,0,7684.5,10,29.1,3065540.0,7.5,7.2,27,8,8,1.0,0,agressivo,0.0,scf
47,30003.0,1,1,5250.54,16,26.13,2118210.0,7.5,7.0,18,8,10,1.0,1,agressivo,0.0,scf
34,4814.76,1,0,842.58,7,25.09,3120620.0,5.0,4.9,31,8,9,1.0,1,moderado,0.0,scf
47,11471.01,3,1,2007.42,16,25.75,97155.0,2.5,2.6,18,6,7,0.0,1,conservador,0.0,scf
42,8797.5,0,1,1759.5,17,31.01,174600.0,2.5,2.9,23,8,8,0.0,0,conservador,0.0,scf
66,24434.49,4,1,4276.05,31,30.53,1995545.0,2.5,2.4,5,8,5,1.0,1,conservador,0.0,scf
26,2242.26,1,2,280.29,0,100.0,-673150.0,10.0,10.0,39,2,2,1.0,1,moderado,0.0,scf
64,8377.26,0,1,1675.44,39,30.47,1635550.0,2.5,2.3,5,10,9,1.0,1,conservador,0.0,scf
23,3707.0,0,0,446.5,3,25.8,15761.1,4.0,5.0,2,7,10,,0,agressivo,,sintetico
31,7749.51,1,1,968.7,2,28.49,3999645.0,2.5,2.8,34,2,9,1.0,1,conservador,0.0,scf
49,13856.01,1,1,2424.81,18,31.39,31995.0,2.5,2.6,16,6,10,0.0,1,conservador,0.0,scf
50,24283.74,2,1,3642.57,12,32.75,26835.0,2.5,2.4,15,4,10,0.0,1,conservador,0.0,scf
32,24429.51,0,0,3053.7,2,28.92,101495.0,10.0,9.9,33,2,8,0.0,1,agressivo,0.0,scf
81,9083.49,0,1,1816.71,40,17.1,138625.0,2.5,2.1,5,8,6,0.0,0,conservador,0.0,scf
18,7229.0,0,0,1706.25,2,33.6,0.0,4.0,2.0,2,5,7,,1,moderado,,sintetico
70,31883.01,2,2,5579.52,34,31.82,123840.0,5.0,5.2,5,6,5,0.0,1,conservador,0.0,scf
33,39104.01,3,1,4887.99,2,18.09,141600.0,5.0,4.6,32,2,9,0.0,1,moderado,0.0,scf
46,51539.76,2,0,7730.97,10,16.99,209140.0,7.5,7.3,19,4,9,0.0,1,agressivo,0.0,scf
43,42237.99,0,1,8447.61,18,25.49,865700.0,5.0,5.2,22,10,10,0.0,0,agressivo,0.0,scf
52,24561.99,0,0,3684.3,14,18.98,3433865.0,2.5,2.4,13,4,10,1.0,0,moderado,0.0,scf
19,4820.0,1,0,1378.09,3,20.9,5019.35,6.0,4.0,3,8,8,,0,agressivo,,sintetico
39,15539.01,3,1,1942.38,4,20.05,2118425.0,2.5,2.1,26,2,8,1.0,1,conservador,0.0,scf
62,12785.49,0,1,2557.11,37,31.72,2426125.0,5.0,5.5,5,10,10,1.0,1,moderado,0.0,scf
25,3354.0,0,0,511.16,2,35.8,35267.49,6.0,6.0,3,5,7,,0,agressivo,,sintetico
50,14576.49,3,0,2550.9,19,20.43,569545.0,5.0,4.8,15,8,9,0.0,1,moderado,0.0,scf
26,34503.99,2,1,6900.81,1,31.0,9900.0,7.5,7.2,39,8,8,0.0,1,agressivo,0.0,scf
43,120795.75,2,0,24159.15,18,100.0,-54785.0,7.5,8.0,22,8,7,0.0,1,agressivo,0.0,scf
31,29710.74,1,1,5942.16,6,25.23,168035.0,2.5,2.8,34,8,3,0.0,1,moderado,0.0,scf
48,22659.75,1,2,4531.95,23,24.66,455620.0,7.5,7.8,17,8,9,0.0,1,agressivo,0.0,scf
74,26800.5,2,1,4020.06,24,22.32,127240.0,2.5,2.3,5,4,6,0.0,1,conservador,0.0,scf
64,10272.99,3,0,1797.78,29,26.28,277285.0,5.0,4.6,5,6,4,0.0,1,conservador,0.0,scf
63,18548.49,1,2,3246.0,28,31.64,848035.0,5.0,5.4,5,8,9,1.0,1,moderado,0.0,scf
48,9507.99,2,2,1901.61,23,22.82,270300.0,7.5,7.0,17,8,7,0.0,1,moderado,0.0,scf
19,1601.0,0,0,223.67,0,43.4,2181.54,3.0,3.0,3,3,5,,0,conservador,,sintetico
42,11110.5,3,2,1944.33,13,100.0,-41905.0,2.5,2.3,23,6,3,0.0,1,conservador,0.0,scf
30,19561.74,4,0,3912.36,5,25.87,299325.0,5.0,4.8,35,8,8,0.0,1,moderado,0.0,scf
23,6073.0,0,0,1300.89,0,24.6,26914.53,2.0,4.0,3,1,4,,1,moderado,,sintetico
48,20972.25,1,1,3670.14,17,23.75,114375.0,2.5,3.0,17,6,10,0.0,1,conservador,0.0,scf
25,6026.0,0,0,1739.82,2,42.3,61866.25,7.0,6.0,3,7,9,,0,agressivo,,sintetico
25,1196.0,2,0,119.95,0,20.9,12174.52,4.0,5.0,3,2,8,,0,moderado,,sintetico
51,17540.25,2,1,3508.05,26,32.54,1704170.0,2.5,2.9,14,10,7,1.0,1,conservador,0.0,scf
25,3629.0,0,0,436.12,1,34.3,46023.67,4.0,4.0,1,6,7,,0,moderado,,sintetico
68,10649.25,3,2,2129.85,40,20.46,381175.0,2.5,2.3,5,8,3,1.0,1,conservador,0.0,scf
22,9836.25,2,1,1967.25,0,22.15,457355.0,5.0,4.7,40,8,8,1.0,1,moderado,1.0,scf
19,5216.0,0,0,1241.71,4,29.9,2925.78,3.0,4.0,2,10,6,,1,agressivo,,sintetico
26,34503.99,2,1,6900.81,1,31.0,9900.0,7.5,7.2,39,8,8,0.0,1,agressivo,0.0,scf
47,26925.51,0,0,4038.84,11,29.91,1585370.0,7.5,7.1,18,4,9,0.0,0,moderado,0.0,scf
51,24540.75,0,1,3681.12,13,18.55,2060575.0,10.0,9.5,14,4,10,1.0,0,agressivo,0.0,scf
44,2374.5,2,1,474.9,19,33.15,248325.0,5.0,5.2,21,8,7,1.0,1,moderado,0.0,scf
55,22928.76,3,2,4012.53,22,23.57,415195.0,2.5,2.3,10,6,9,0.0,1,conservador,0.0,scf
23,2549.0,2,0,419.14,0,41.7,12472.13,1.0,2.0,3,1,6,,1,conservador,,sintetico
