idade,renda,patrimonio,experiencia,perfil_risco,horizonte,tem_emergencia,conhecimento,alloc_renda_fixa,alloc_acoes_brasil,alloc_acoes_internacional,alloc_fundos_imobiliarios,alloc_commodities,alloc_criptomoedas
28,31044.44364404788,805602.2187702383,16,1.0,12,1,0.7697466228570872,0.2139421923218613,0.35985889604504095,0.17594253656061257,0.09615457370474005,0.06875960871464298,0.08534219265310218
53,21496.26444358081,309412.7948704444,11,0.32423227845011854,11,0,0.43034653237220044,0.3244760228823901,0.27562539005287073,0.11376502197262217,0.14919254771328563,0.10112320435520382,0.0358178130236276
22,35623.60232071667,535347.7680616567,14,0.6702735639977714,17,0,0.7918913237957292,0.12682101547709934,0.2929374263850613,0.23469157912316,0.10452013178892718,0.1166841595327612,0.12434568769299101
48,27091.074486310972,564416.5877797477,3,0.4872949256235932,28,0,0.7280122577961974,0.40867219513062303,0.2488845166153809,0.17787767550294975,0.1280497436168235,0.0365158691342228,0.0
38,40453.545470658464,185776.95469870782,28,0.4927767822006569,22,1,0.852212391201674,0.36037950418317766,0.26021008169666476,0.1681897172991926,0.15375127848063294,0.05290669799667689,0.004562720343655213
23,28087.928910199105,740663.581066626,23,0.7623045842550807,25,1,0.3779940386261531,0.24137219643130475,0.3082952526139957,0.1886124570875442,0.07664437601446816,0.09256066702462487,0.09251505082806226
59,29263.588062274535,119210.44284057336,1,0.20115352069118597,18,1,0.35019868102321905,0.6829415604666903,0.08596231781718303,0.08796704768923559,0.09059203849152293,0.04346946673691952,0.00906756879844876
25,6224.557327893296,366798.3206462684,9,0.7021208210535196,12,1,0.419136174442055,0.2583322799875699,0.33176188981128263,0.19003833912684231,0.07980084955533147,0.05905721897471105,0.08100942254426269
74,24796.080622253678,912800.8004078617,4,0.18229963684978737,5,0,0.9325667087059609,0.7213865815859144,0.09792097404404078,0.02798482137420241,0.13506435203671993,0.010082548583626456,0.007560722375496
41,17947.084040788195,35215.1735255235,29,0.6831736065523262,16,1,0.7564510879889118,0.15303406387754356,0.3372074306964919,0.22438615362859604,0.12888448056259744,0.08902264948683543,0.06746522174793558
18,11242.814831910191,695794.9669407455,28,0.620166926069226,16,0,0.08670656759564022,0.1806686357266033,0.3310876021371585,0.1983819291995118,0.1377180207123575,0.0878443932823644,0.06429941894200451
29,20748.534252854093,634556.4677415248,27,1.0,6,0,0.06379455625359787,0.11088189530372267,0.34716716217860527,0.24449698967382663,0.11709936236562754,0.1099265546813262,0.07042803579689164
36,12870.600721653602,203487.99455531253,21,0.7914734397773504,13,1,0.7423699370897818,0.18859926140749042,0.3005569030120624,0.2586589872698779,0.06541000753080434,0.12408287598040414,0.06269196479936065
59,46291.16878557534,230386.63938588943,1,0.23715433243421513,2,0,0.6917201141346888,0.7392072613375559,0.10716899079712819,0.06198791597588734,0.05704505660060824,0.034590775288820354,0.0
72,40072.32353748115,507948.69190640823,14,0.5895159203958337,23,0,0.4171642789757021,0.3604763824024032,0.2235533095094357,0.15566508471671225,0.156452872988617,0.0666353970990531,0.03721695328377871
48,43826.669894127066,220712.58594441868,21,0.5788443455927264,7,0,0.1661849996097492,0.3043506257124639,0.29257595677381226,0.14877230511952172,0.12305491699524532,0.07264682627702372,0.05859936912193314
21,19416.77079391698,820544.6477459872,22,1.0,19,1,0.5619352535196633,0.1666980510396586,0.25784954848544167,0.25307303217052335,0.07486689874694652,0.09517586189324313,0.1523366076641866
30,38332.60482449672,893304.4937881227,28,0.7959965167028548,19,1,0.7090015113263796,0.26342933198951385,0.2465469897193519,0.1911607707201098,0.10300414455767617,0.11289782697218534,0.082960936041163
62,3693.349035151281,578541.8182035314,8,0.323775927553031,29,1,0.937639779957902,0.48138593885022374,0.2091184185677592,0.09587603158289823,0.10508311764188356,0.06928863618932508,0.039247857167910176
73,5474.960982344296,161447.68603292105,9,0.4711857197342073,19,1,0.13332681634257515,0.4548057951435132,0.1480053963490462,0.1456880727361289,0.16308549561439412,0.08062725268986251,0.00778798746705511
47,38835.44935317607,170462.51158164206,16,0.7478631777575573,7,1,0.5128628793769912,0.13662854570971975,0.32480610167353996,0.18728745225965043,0.09047090548497626,0.11311887005709487,0.14768812481501867
65,48381.45721629745,571199.1839629137,17,0.4271732298264288,18,0,0.513955446690708,0.42472100451194944,0.16251910234774827,0.14729112841045466,0.18003058246974024,0.07753527071127467,0.00790291154883275
47,44882.231302820364,966622.2208961075,24,0.8445060950554797,15,1,0.6410248576353547,0.16081820387573548,0.3438575008548221,0.23590340532679505,0.07830582303527597,0.10532275128423454,0.07579231562313674
34,12838.462545352388,681282.1105324338,18,0.7036622083965329,7,0,0.5448010852760984,0.12648297736156142,0.39414655142226923,0.16892710089290283,0.11563110249366959,0.12892965743665097,0.06588261039294589
21,5388.735191499222,715364.1152288896,19,0.7067714272451707,27,1,0.6872343434606829,0.16362143241899502,0.3325908258496384,0.19076504654316545,0.08356847797278633,0.08658803386683904,0.14286618334857573
57,12387.798264506244,635631.9986400399,1,0.10491377628489393,12,0,0.9150984544900299,0.6772217768081419,0.09188906310926057,0.0860754363276168,0.12292058721663505,0.021893136538345685,0.0
50,20442.676945314626,431210.4848643289,12,0.0010382588000406034,20,0,0.05271976633450115,0.6951959392457363,0.12651156631923716,0.07701219471338913,0.06793538861266774,0.03334491110896963,0.0
33,23735.285454578658,133284.25808217315,16,0.5275378177601922,5,0,0.8237463879508005,0.3419691787098648,0.2034526064480609,0.1849423766544097,0.13583161523156478,0.10711585910520287,0.026688363850896873
71,4990.9134316668005,435014.59434022335,9,0.13255662520757439,7,0,0.7422987567339443,0.7402334430598859,0.14068257129704914,0.010896132183310212,0.07091281482150145,0.02894960788439272,0.00832543075386057
44,16471.42672171782,621518.7240340485,25,0.5287396082462347,4,1,0.2635514794967778,0.3319761778084712,0.1988203981677903,0.13414223553638455,0.21040191329701904,0.06922188377356173,0.05543739141677306
46,46602.94052255752,24644.40463632267,25,0.3374800217350065,20,0,0.21266428651134284,0.38648256573056144,0.24697144109543395,0.1346774065098078,0.11707878634409652,0.06866261191024027,0.04612718840986
19,41493.125268427204,701499.1014651661,9,0.6275507675794155,12,1,0.315668481164066,0.16626491726185005,0.27118871027737296,0.27864411982178666,0.09363485680738765,0.08689857196309893,0.10336882386850375
32,33119.98862045952,39797.12733565255,4,0.3698461863014693,8,0,0.6310493932702206,0.3914720206797547,0.24328831360012554,0.15543263784922137,0.10244890614977056,0.06477763938217557,0.04258048233895231
38,38241.71018835552,48766.31881314042,25,0.6028768652604672,6,1,0.10949097255446216,0.1943027267432432,0.2888541216950266,0.21207920424651863,0.10159893236356173,0.09917532133659733,0.10398969361505249
48,41155.28858391656,326738.89056863356,8,0.4420291945202145,9,0,0.619747854491566,0.4218042799359921,0.24860097880932527,0.10877326312978482,0.11459056406901554,0.06560726573226493,0.04062364832361739
40,31789.008759922774,184101.32336095697,21,0.4642853163661471,21,1,0.9539367525264087,0.40195550739064,0.2100287216983531,0.16904552444595347,0.10462225712837586,0.07896125957213057,0.03538672976454689
58,9158.673805426239,712220.2051771587,10,0.20886444984146676,1,0,0.4934067004133952,0.7966715453640841,0.0520636648310453,0.05730600898613257,0.0532877393707167,0.03127895662768688,0.009392084820334446
21,22950.611162727306,405471.6763304185,9,0.5011617030659652,28,0,0.30158686987355154,0.4200957622532703,0.24566531791930094,0.07666791558260991,0.16114336714698058,0.08075497033154802,0.015672666766290363
73,4480.833648763721,818307.817675303,3,0.1719339831716649,12,0,0.01767004479543388,0.6947016523977044,0.11024483622658357,0.10366699574815738,0.06053739025668046,0.02677363240891395,0.004075492961960303
46,2911.3146173780883,455566.7819901088,15,0.5552601306494223,4,1,0.4892388614277745,0.37247676821166653,0.2569548698504136,0.1475739844863236,0.13078285264963124,0.061687669717684336,0.03052385508428077
31,22450.487694418294,310370.88910812006,16,0.34917246079510655,4,1,0.4577438171662134,0.3507987423209773,0.27086191064767007,0.1641780352608865,0.10175167480861061,0.08035547462888787,0.03205416233296766
66,41327.175147899805,235031.29881191865,13,0.48990176769046906,5,1,0.9884904844868048,0.4704888608772916,0.16787496747034236,0.09298410244590191,0.16505908492584906,0.09628358887497991,0.007309395405635161
62,48253.30846776334,163728.95787917098,29,0.2608667094266228,12,0,0.9287634212054924,0.7288606070240262,0.13003268521804376,0.042350787384200526,0.089323615818383,0.009432304555346497,0.0
35,15988.845849814476,483134.64556549944,9,0.6542917728839126,26,0,0.8865954415023983,0.24588653062951726,0.27408289870510705,0.2157545339489782,0.11180315560616476,0.07005276768648984,0.08242011342374296
66,36032.688354037076,248797.06375314793,1,0.20869147090023665,8,0,0.008619002591780278,0.7613911876710588,0.06276779577229794,0.0026830910636750594,0.1444566651642793,0.028701260328688864,0.0
57,31973.885973866916,435292.72418763407,18,0.2590076744542599,5,0,0.4156277820291552,0.6790651624327934,0.09739733853975442,0.066676115537643,0.10952647894032781,0.04733490454948126,0.0
39,37207.592312124136,29169.892290743293,10,0.5240427436415382,10,0,0.4639362634548909,0.4012204938047077,0.16481523097699777,0.16998090660588272,0.12449769815538642,0.09193198925707284,0.047553681199952624
46,13266.673101687917,831724.6313050897,21,0.8761320072666862,13,1,0.7104218150124118,0.19949394188249375,0.36922376118003,0.22676286070288393,0.07044704566794316,0.08519154778700525,0.04888084277964397
51,7136.2712558085905,382053.88251105696,9,0.49228794818805655,18,1,0.07862671098975804,0.40445589223894163,0.19243267453242263,0.16144689867504658,0.11372814023658036,0.1044577677689249,0.02347862654808388
19,2208.8277724838704,406898.43139062787,23,0.6946948898334367,25,1,0.04486055762771701,0.23411409375560194,0.34082682961665367,0.17926958545862198,0.07687497061448005,0.08278483285792966,0.08612968769671266
20,32021.171198315682,899023.982649484,5,0.9848657091484401,11,0,0.04986014639916425,0.2239587513046393,0.2645313251341018,0.2496880470892831,0.07028091867550813,0.10172354859168928,0.08981740920477847
66,19473.377885978487,964928.601501826,6,0.4225750416504517,18,0,0.5032204148586344,0.34086397444538286,0.33362126576370704,0.09634655898578674,0.14879759523861524,0.04873188940382919,0.03163871616267887
49,11299.406467223473,323442.8551001968,2,0.6241284770389111,22,0,0.13247065634192656,0.13181467044085401,0.36092411958038517,0.24152366975077277,0.056986066715988756,0.10911497604455206,0.09963649746744722
67,33794.02399633923,815015.3166761481,19,0.3089920427534568,4,0,0.6392018293899598,0.4428044094804698,0.25299918225384477,0.10501437695870199,0.09356839197809798,0.0707423621250959,0.0348712772037896
39,16682.77961737926,763150.0577455612,17,0.46340089956338004,17,1,0.5356889704560298,0.433407818713431,0.22348389237362043,0.11748948140620266,0.13217234556436602,0.05385873618050012,0.039587725761879654
37,29635.400157883414,796861.5702761911,23,0.6359512552822615,10,1,0.9492811717559837,0.162561587266444,0.3425264574927405,0.24590404015586365,0.095730662305836,0.06738687779611106,0.08589037498300486
44,39142.9919322886,170538.04889822588,29,0.45354387168012433,2,0,0.7092961271407681,0.33839921158031083,0.22315770045951375,0.1620744165038838,0.1634103590439161,0.09081326742776599,0.022145044984609383
55,21527.715921213356,775865.0652027868,0,0.4613843380053978,14,1,0.2343700906778755,0.4248600845977631,0.24232735018440546,0.12247484281943127,0.12254214407174008,0.06796033351137896,0.019835244815281046
65,7060.8516800742755,583276.1971390966,26,0.28812966466521095,11,0,0.2007128429137922,0.7264128587762491,0.09867414243324805,0.025604262904401372,0.12671587444576327,0.022592861440338265,0.0
46,27443.42765625447,77483.62655548268,1,0.6102784235117293,24,1,0.6799717100893763,0.2149525433011471,0.3252023611524983,0.16034509551910203,0.11562713934724358,0.10155348531070413,0.08231937536930488
42,37424.29188293061,723330.3039939632,18,0.7328252503129798,17,1,0.3693911644551138,0.17570670031120073,0.3690276513395009,0.16522386275422082,0.1262854049610081,0.12895298409994335,0.034803396534126195
48,26084.992903414462,527007.6245815337,2,0.8412045932218942,10,0,0.7672791775156301,0.1963620175565568,0.28837597209069216,0.2516067520887289,0.09517745135682698,0.09867830261978376,0.06979950428741147
59,13669.305918372049,337212.49040628574,17,0.3944725619674634,8,1,0.8093695444369458,0.3976899026328737,0.23958215848364187,0.1506834798852162,0.11329977157862806,0.081551663394005,0.017193024025635134
56,6184.446217969196,628206.597093044,17,0.5779515861940911,23,0,0.21551285754776883,0.37156121393965774,0.23739677925329214,0.17169962873453296,0.16452228161693289,0.039612128766698215,0.01520796768888608
51,27662.174096191946,740509.5212183186,15,0.30757783802865524,22,0,0.19057604651719384,0.39497121268849955,0.20372403652804094,0.11989722092587955,0.12311175398575211,0.0936866220309821,0.06460915384084569
35,42284.37324053321,500876.60588959913,21,0.8317784014991548,27,0,0.7136073662634715,0.14225063197575769,0.3253816193476042,0.24691183564272462,0.09831553833240546,0.10788698857221185,0.07925338612929617
50,22777.606925903438,141617.2449866172,16,0.21605811840096467,14,1,0.7829236142575724,0.7626372911782671,0.08671073259488142,0.010354587188014007,0.09283387999913213,0.047463509039705386,0.0
25,2063.3046685015397,631188.0780600711,13,0.7911816655308139,21,1,0.647720054420612,0.2036156239347131,0.3007553853831574,0.19019343189836277,0.09021363306116982,0.12866443210506687,0.08655749361753005
27,34565.29824649576,707753.2076053981,12,0.8728748398897178,24,1,0.46071217134827547,0.18426059167643305,0.29411253317370606,0.1723927533145345,0.15344067422994592,0.08871979468108096,0.10707365292429961
47,33576.08154509727,105219.55523816972,19,0.6254858726092722,9,1,0.945017094248494,0.23900862538790604,0.28880617342078685,0.15637405790123074,0.07269491148108471,0.1370321048104587,0.10608412699853301
72,11243.848310262441,848482.2099337397,11,0.22012250923215196,16,1,0.8898363940883107,0.7309397922180053,0.0990506671536979,0.04821403608973997,0.10091906817534232,0.015628032157251892,0.005248404205962388
22,9509.910210762653,690171.0706043321,18,0.7233282234223889,23,1,0.8569501298693881,0.17835173321334125,0.3147988273752081,0.22754840466049348,0.12743183262790939,0.05217065289761242,0.09969854922543536
66,27890.21310388757,796285.682942801,17,0.536680558920719,12,1,0.9154162014667034,0.3210108758947881,0.2884896658608146,0.1342675500931768,0.14649683135236405,0.07473722627547005,0.03499785052338647
35,40069.50347684817,269417.8893295717,11,0.5326387656379616,28,1,0.562144753827585,0.35238342227443825,0.1949165267410704,0.16158132861361668,0.1295629305400243,0.10862147607151912,0.05293431575933121
22,19555.036288666393,954422.7803210738,28,0.8647668075112287,14,1,0.19124212907612137,0.16932995413321492,0.28424437122083496,0.2857336496968441,0.0513650844436302,0.10202678807441404,0.1073001524310618
42,36339.99890744691,230395.0715145644,19,0.47364423715284887,15,1,0.7537682020450523,0.3342499017458672,0.24555247037970732,0.1988583746231505,0.12773601692918674,0.09015094023907651,0.0034522960830116267
34,6736.15623611127,528177.7214230171,20,0.7637815177161004,23,0,0.3886747506709505,0.2333961017671627,0.2967204969091345,0.20091164560698557,0.13594089163519646,0.06154583182495385,0.07148503225656684
38,7401.084696310627,371836.78456641943,24,0.3726125099576245,24,1,0.8741091180258305,0.3424131751014972,0.26800898701493153,0.12382247312125319,0.17873832442224788,0.08701704034007007,0.0
51,40155.02514282577,508479.03530802607,29,0.5226649878443633,29,0,0.45994195129396276,0.40124620199251493,0.28083816571967374,0.10707482415467498,0.12334965933836309,0.06299954759208956,0.0244916012026836
36,31547.174835476966,970554.6707284959,24,0.8836640556767349,23,1,0.7549325397850504,0.1476843478730645,0.3451003769779487,0.20198765746668165,0.12134193803391329,0.10008088298574441,0.08380479666264751
54,44189.10628383925,593648.5851073609,28,0.19190644474090748,16,1,0.2706836043017311,0.751828983375652,0.050936568793752274,0.03681416970068089,0.12820705110963457,0.03221322702028027,0.0
45,46353.56745032332,503043.7475570214,18,0.87095279363021,3,1,0.9090625428967315,0.25656393635336344,0.260164965951973,0.2346331097190124,0.08777475656882769,0.10870830442295908,0.05215492698386439
29,13347.912860559514,920756.4510547337,16,0.823177289714963,18,1,0.6627857327436636,0.1938039605613759,0.37904571016179717,0.17522487211361032,0.08938931308008899,0.0945054895966512,0.06803065448647659
42,19192.275104764296,501699.1660064248,18,0.5528510679052443,13,1,0.9478634419990688,0.35253832018253795,0.21135857210472336,0.1518092939979692,0.17052871928022112,0.0883703938625075,0.02539470057204073
73,17561.94027039601,906866.5773398359,22,0.2279362704061064,18,1,0.40874376280852787,0.7212435926974425,0.11551481432530449,0.03319601664116169,0.10693891215849409,0.02310666417759714,0.0
19,12729.12198076027,417968.5080138871,25,0.5748885658404513,4,0,0.041644022339980324,0.31270562856928463,0.2741314237613935,0.17182486128405802,0.13386464208524446,0.10088985687504852,0.006583587424970763
48,28995.317243624504,607471.7539085692,12,0.5266005816849884,15,1,0.8032121232440932,0.3948763513649886,0.21552888227684605,0.15712476895274755,0.12384875981685993,0.08636550564864576,0.022255731939912014
49,24632.274875814295,719579.2247493587,0,0.5777648985760038,4,0,0.23207857786616504,0.4312982710950369,0.17434394060163058,0.14315423883647796,0.16553543199341555,0.06924224033957029,0.016425877133868824
39,11695.386740293194,130451.40994361804,6,0.5075535884274662,1,1,0.8072616493262504,0.3613315716427361,0.2594235629785688,0.13286538133319478,0.14978330412465252,0.09488899129132715,0.0017071886295205853
37,1201.2039419749742,11013.35833560746,9,0.47229829786348587,15,0,0.40789423678019043,0.34908864980148707,0.24091273287007411,0.19995224628145986,0.10215872728893967,0.0579402792822625,0.04994736447577675
58,6595.005231619476,518318.72242918296,22,0.14322875356007617,29,1,0.9750871697076813,0.6418978871099569,0.09323045911123262,0.08789216077689256,0.11343179720996548,0.06354769579195252,0.0
53,30925.85720258638,264299.75277375494,3,0.056420272258442206,29,1,0.8747470734889747,0.7816309539330363,0.13240703328242617,0.013888359964988663,0.07172457164226667,0.0,0.0003490811772822035
58,47119.52001191359,861880.3311182573,0,0.3752726503099978,27,1,0.7996918620027912,0.4667902666127187,0.19757154560093235,0.14110913659930807,0.12277953832428262,0.07174951286275826,0.0
64,47937.69171006676,824267.9859228745,12,0.25823439203074927,22,1,0.23410266497064058,0.7686600782193591,0.05150061664105478,0.0,0.15083883494275224,0.028812138930160155,0.0001883312666737277
47,10664.890642183824,213537.4778839514,11,0.7810979381389956,18,1,0.7452414861724412,0.13818639078848827,0.34848656661053656,0.18129248113578356,0.08604676512543107,0.15006561503820603,0.09592218130155453
47,45562.73953779493,193623.80979546078,9,0.45493282470424234,25,0,0.8145652121135027,0.378492099674521,0.20512540886171363,0.19645786088338044,0.13876691520429668,0.05398246184024081,0.02717525353584736
59,27085.65150820443,303364.28221417044,12,0.15747603095937973,26,1,0.029790504032622178,0.7718030775347834,0.06492341623218126,0.029405336775523594,0.09100653841156287,0.04286163104594895,0.0
18,11088.47822756337,321686.3687013094,2,0.9272275415927017,8,1,0.8015394607190754,0.07016852419563137,0.4091958937232722,0.17269311391103812,0.14220799182322133,0.08907946583390987,0.11665501051292705
35,21666.937854870168,229716.2836832317,18,0.7294207917071301,4,0,0.5312010468195962,0.20037544237160315,0.308581251106213,0.22796791181861045,0.07893257519563754,0.07945273658658233,0.10469008292135346
55,21185.380882000918,934410.7945712148,15,0.18608434427632456,24,0,0.44569179024674643,0.7106959525759499,0.11575947707640925,0.05383893823057319,0.11423167831356919,0.005054625351015918,0.0004193284524825596
30,16545.69954348651,766304.0711189001,9,0.7785945598409847,17,0,0.37509940531834995,0.16612075466807663,0.3706722921837037,0.25701984320494176,0.05328264473904701,0.05056062204340471,0.10234384316082626
66,27035.657708593844,399719.55097442755,26,0.46653882653307255,20,1,0.13246895401785475,0.4202978648672323,0.19071972531276749,0.13881687462246803,0.1689928968486256,0.07447825824621324,0.006694380102693445
36,10512.309751852637,536607.5092637743,7,0.5763455600848674,10,0,0.820840236704851,0.3807496332863147,0.2323259719618559,0.20749991740095702,0.09691239205952049,0.08251208529135179,0.0
18,2901.1732817154857,186772.52823112934,16,0.6843514620019806,13,1,0.40181345860169515,0.2294586667697048,0.2808384884830755,0.19909970371792698,0.11819771628038496,0.06514285908682127,0.10726256566208643
32,2963.385231065067,984321.9788140412,0,0.4014558589168944,14,0,0.1354945189288448,0.3132727702332869,0.26075656248590084,0.12438485597881936,0.1665878268785056,0.08427571011220084,0.05072227431128641
25,41642.01465126501,302679.21037875465,18,0.7418984482913982,19,1,0.4975660833887259,0.17851415623747058,0.24784320246980943,0.2539420301633855,0.07399370126058886,0.12859488396671687,0.1171120259020287
44,46300.21985592859,521743.2257909146,7,0.6162185833582515,28,0,0.01835838399922396,0.24310159274561574,0.26729879698735587,0.23922476788656982,0.061528499057383876,0.1017948188436747,0.08705152447939993
41,26683.57871704304,283000.6354290777,9,0.34289714244974473,26,0,0.24474507963692727,0.3255292884604801,0.2886881375914128,0.171790445082634,0.11843773788819605,0.06665789534021299,0.02889649563706411
65,48502.631987480585,723989.1642356915,4,0.5591425176899789,16,1,0.2781436404489108,0.37930537264673364,0.19180463422460556,0.1583550297627465,0.18735340967873965,0.08318155368717468,0.0
67,47310.99998849946,282667.36054115905,25,0.2770630816791371,15,1,0.8912007974018095,0.6990345304472331,0.135475746730153,0.02506883930038815,0.1294668272398441,0.010954056282381844,0.0
62,4780.074330216989,306195.92048208124,18,0.05197968795619479,23,0,0.7111218170152859,0.6794199555026124,0.11861212108267458,0.039563525198288076,0.12211870105183353,0.04028569716459147,0.0
70,43127.642478568276,458253.3147650479,27,0.13796414897503145,25,0,0.47136648440784346,0.7158735158784968,0.14266234444736864,0.015385270770527147,0.1111821777148104,0.014896691188797056,0.0
19,19616.290257138713,501935.5807808606,25,1.0,6,1,0.9150833333580748,0.11053490369045531,0.31818481343004135,0.250877475121825,0.11101058963928094,0.13615476706675866,0.07323745105163876
36,9995.401740402154,252765.85995116408,6,0.680155825552212,28,0,0.9679697967699555,0.15178642284684424,0.33056663085006927,0.23980399663395582,0.11250605652819312,0.04739664306238297,0.11794025007855474
45,48630.62025655092,859324.951070476,3,0.6847382573315054,5,1,0.056002308939000156,0.15642843820427135,0.32570521920620943,0.14997857868610948,0.12962674498066026,0.09335066728879114,0.1449103516339585
56,43275.768095502055,162902.65447739404,23,0.1612249048553248,5,0,0.04856272329566169,0.6349265339566543,0.1348369488185851,0.08315515796097667,0.11728371746966991,0.029797641794114028,0.0
69,24758.078246089077,354995.1158139418,4,0.0630765481439084,16,1,0.9498292054863657,0.791468235448663,0.07670214313967569,0.0044246689881604715,0.08116880932726298,0.04375381144415082,0.0024823316520869365
73,42280.74123494318,722373.5076327985,5,0.15306500965450973,12,1,0.9137274940064593,0.7519208030269514,0.05614866833976192,0.10136911967760785,0.05907395735841052,0.031487451597268325,0.0
20,35981.145736433304,480018.5098446209,16,0.5156067801693738,25,1,0.7028664440501013,0.45794951038033527,0.20882166693132825,0.12701736035535358,0.1253679731152807,0.05144801938889509,0.02939546982880718
47,40856.9377846693,742831.2764656902,28,0.7690753774208449,22,0,0.4893227474751214,0.11910934907408612,0.31334220040694616,0.17817925692843883,0.15047092184092947,0.13602395606242418,0.10287431568717517
62,7281.070404655795,122921.87999897276,5,0.23539249850635363,5,1,0.48013493963837317,0.717108261072757,0.14340752382018174,0.03612177211677732,0.06017476898384504,0.04318767400643877,0.0
55,8553.228692480374,855643.6641449466,10,0.19453882688917443,18,0,0.5611502124351744,0.7450253526476571,0.12303129306428796,0.05406937770276377,0.06101822561863108,0.01685575096665997,0.0
67,31327.822975408253,282885.90978636517,13,0.4879354313917683,23,1,0.404519524458235,0.37475499416841745,0.22425418420233495,0.16304217564881232,0.11645223155708419,0.09741124434653402,0.024085170076817077
22,29668.81300228759,513170.01633056434,2,1.0,8,0,0.6900753541887977,0.16528998630645508,0.33200305187042417,0.20591645269934364,0.08968451766900733,0.07836431340337094,0.1287416780513988
45,21372.96524849292,469177.4960927717,3,0.5635741908126324,18,0,0.9556394617234216,0.4297270358456748,0.1451417363849202,0.17701972392817372,0.17086059189258931,0.05419462050687049,0.02305629144177147
65,35689.443508358265,557424.7446701421,22,0.1841055462167708,12,1,0.5574292792643197,0.7257954154617233,0.0665753040884591,0.08479615359577472,0.09389419752426241,0.027822402391808977,0.001116526937971457
55,41994.390308015245,650788.3208469019,5,0.4490869303574525,2,0,0.8131499883638141,0.39545136597255437,0.22264767058363474,0.14128049737417195,0.11533808832128269,0.07805581657412895,0.04722656117422716
73,30364.598373356,807477.935651909,23,0.5293711982566539,26,0,0.9304486005450311,0.4672830453668696,0.1598929492199713,0.1283529543184832,0.13571776930962717,0.07349374133059512,0.03525954045445355
37,11994.089609225815,493849.1957081003,23,0.3564290723563811,1,1,0.5476161006537471,0.4033858846117035,0.2375030429968689,0.1391672026585989,0.12256501193677838,0.09737885779605022,0.0
30,21947.77948195494,272240.5425060447,20,0.3596358360198717,20,0,0.10526516248042528,0.3273533837844025,0.20937598044688965,0.18523956608112274,0.1701952087963329,0.08196895509927797,0.02586690579197423
35,21037.434552076928,661969.8394506342,7,0.6653475948817607,8,1,0.27479781076790055,0.1530935572039736,0.35117601930269876,0.21927976177939984,0.06376050997068321,0.09111078296297676,0.12157936878026777
39,5608.931191200847,951396.3724844155,23,0.47405039931356374,18,0,0.5218622953321788,0.4463826783442304,0.15880648110052276,0.11445412079465919,0.14343856295164611,0.07515190755712738,0.06176624925181426
18,22773.257608777254,943995.9067106114,4,0.9624563733122197,25,0,0.1879035887984165,0.26137092121224814,0.2293437157098914,0.27268065096697036,0.051584347171006455,0.043341432953884734,0.14167893198599885
33,44163.189764962095,805746.8921781201,13,0.5565910253518176,18,1,0.889687412571665,0.34865336656039947,0.28523239359303754,0.1290591608898746,0.1275281535865598,0.07422703213708912,0.035299893233039475
58,20899.389044625335,112673.52663479002,26,0.24430246293899238,29,1,0.6891433569803377,0.7406083943032163,0.06801328408431405,0.079267841770143,0.11211047984232657,0.0,0.0
40,6874.513542708425,483522.0673649715,19,0.595903953831663,5,0,0.5003583603843902,0.34592799042774985,0.196063555643992,0.1361620330584504,0.19064095507806153,0.09488605162089936,0.03631941417084678
26,33889.856260969565,31445.95505894754,20,0.8464005993149544,29,1,0.7680893784186665,0.2425453906850432,0.24482381589640634,0.21116688328077357,0.09105370001199897,0.10631155644489113,0.10409865368088672
28,9300.428481947349,620818.8035058918,7,1.0,4,0,0.03105687603515561,0.12706202790795582,0.3586813258592409,0.16782174357083435,0.09574767115669035,0.12417463090871887,0.12651260059655972
64,1319.7451110154625,479519.2371113538,8,0.016713266546610817,23,0,0.5423865601904387,0.7468166820474743,0.0810624639658507,0.05682044345863606,0.06418685147170458,0.05111355905633443,0.0
25,9802.620477342452,959594.2050277406,8,1.0,25,1,0.7416378186176209,0.10585414748675914,0.34730378248365423,0.2772808250557494,0.08114771630280836,0.1392862157602327,0.04912731291079608
19,46149.54740894005,128624.06043919205,11,0.8440588296031751,25,0,0.624700669406608,0.12864951575850653,0.3256528557042069,0.18566590359651802,0.13106378203476207,0.09399062334256075,0.13497731956344589
49,39608.615983450574,840400.3314893404,12,0.7595114102168005,25,1,0.013010213425872719,0.21727135257795036,0.36077664326764636,0.19309518963808028,0.09424936123047421,0.08099513316784315,0.05361232011800562
57,15387.987196233837,399598.5116208679,13,0.46210921742133004,24,0,0.5159458785254234,0.32766065041587783,0.2522049100152142,0.17781675483562467,0.13873913717247385,0.0770128272144735,0.026565720346335975
19,47086.32775404443,905943.9679262645,10,0.9155170878560245,22,1,0.5282266077271569,0.23884245759956282,0.2615778583007513,0.1983380256844331,0.07022089222261896,0.11466079833932943,0.11635996785330427
64,23327.380256101507,605699.2404598757,29,0.5192746035123965,5,1,0.5709915713259784,0.3889225969690177,0.2169542982560509,0.11074752201829234,0.18004596263994474,0.05693097937762559,0.046398640739068645
72,12336.086946807374,136371.10502945838,10,0.20469456559170923,17,1,0.8712646852701572,0.7434479165065779,0.0456069315621061,0.07882005952964587,0.10724646053913946,0.01326434560160149,0.011614286260929241
